county,apps_for_fs_pending_prev_mo,apps_for_fs_reported_pending_end_prev_mo,apps_for_fs_adjustment,apps_for_fs_rcv_curr_mo,apps_for_fs_tot_during_mo,apps_for_fs_disposed,apps_for_fs_approved,apps_for_fs_approved_pacf_over_30d,apps_for_fs_approved_nacf_over_30d,apps_for_fs_pacf_denied,apps_for_fs_nacf_denied,apps_for_fs_pacf_denied_over_30d,apps_for_fs_nacf_denied_over_30d,apps_for_fs_pacf_withdrawn,apps_for_fs_nacf_withdrawn,apps_for_fs_pending_end_mo,cert_case_mvmt_pacf_cases_forward_prev_mo,cert_case_mvmt_nacf_cases_forward_prev_mo,cert_case_mvmt_pacf_cases_reported_pending_prev_mo,cert_case_mvmt_nacf_cases_reported_pending_prev_mo,cert_case_mvmt_pacf_adjustment,cert_case_mvmt_nacf_adjustment,cert_case_mvmt_pacf_cases_added,cert_case_mvmt_nacf_cases_added,cert_case_mvmt_pacf_fed_apps_approved,cert_case_mvmt_pacf_fed_st_apps_approved,cert_case_mvmt_pacf_st_apps_approved,cert_case_mvmt_nacf_fed_apps_approved,cert_case_mvmt_nacf_fed_st_apps_approved,cert_case_mvmt_nacf_st_apps_approved,cert_case_mvmt_pacf_tot_apps_approved,cert_case_mvmt_nacf_tot_apps_approved,cert_case_mvmt_pacf_trans_from_nacf,cert_case_mvmt_nacf_trans_from_pacf,cert_case_mvmt_pacf_intercounty_trans,cert_case_mvmt_nacf_intercounty_trans,cert_case_mvmt_pacf_elig_reinstated_bene_prorated,cert_case_mvmt_nacf_elig_reinstated_bene_prorated,cert_case_mvmt_pacf_other_approvals,cert_case_mvmt_nacf_other_approvals,cert_case_mvmt_pacf_tot_cases_open_during_mo,cert_case_mvmt_nacf_tot_cases_open_during_mo,cert_case_mvmt_pacf_pure_fed_cases,cert_case_mvmt_nacf_pure_fed_cases,cert_case_mvmt_tot_fed_pers_count,cert_case_mvmt_comb_cases_st_singles,cert_case_mvmt_comb_cases_st_families,cert_case_mvmt_pacf_fed_st_cases,cert_case_mvmt_nacf_fed_st_cases,cert_case_mvmt_st_cases_st_pers_singles,cert_case_mvmt_st_cases_st_pers_families,cert_case_mvmt_pacf_pure_st_cases,cert_case_mvmt_nacf_pure_st_cases,cert_case_mvmt_pacf_cases_termin_during_mo,cert_case_mvmt_nacf_cases_termin_during_mo,cert_case_mvmt_pacf_cases_forward_next_mo,cert_case_mvmt_nacf_cases_forward_next_mo,recerts_pacf_recerts_disp_of,recerts_nacf_recerts_disp_of,recerts_pacf_fed_cont_elig,recerts_pacf_fed_st_cont_elig,recerts_pacf_st_cont_elig,recerts_nacf_fed_cont_elig,recerts_nacf_fed_st_cont_elig,recerts_nacf_st_cont_elig,recerts_pacf_tot_cont_elig,recerts_nacf_tot_cont_elig,recerts_pacf_fed_inelig,recerts_pacf_fed_st_inelig,recerts_pacf_st_inelig,recerts_nacf_fed_inelig,recerts_nacf_fed_st_inelig,recerts_nacf_st_inelig,recerts_pacf_tot_inelig,recerts_nacf_tot_inelig,recerts_pacf_overdue_recert_cwd,recerts_nacf_overdue_recert_cwd,year,month,apps_for_fs_approved_tot_over_30d,apps_for_fs_tot_denied,apps_for_fs_tot_denied_over_30d,apps_for_fs_tot_withdrawn,cert_case_mvmt_tot_adjustment,cert_case_mvmt_tot_cases_forward_prev_mo,cert_case_mvmt_tot_cases_added,cert_case_mvmt_tot_fed_apps_approved,cert_case_mvmt_tot_fed_st_apps_approved,cert_case_mvmt_tot_st_apps_approved,cert_case_mvmt_tot_tot_apps_approved,cert_case_mvmt_tot_trans_from_other,cert_case_mvmt_tot_other_approvals,cert_case_mvmt_tot_tot_cases_open_during_mo,cert_case_mvmt_tot_pure_fed_cases,cert_case_mvmt_tot_fed_st_cases,cert_case_mvmt_tot_pure_st_cases,cert_case_mvmt_tot_cases_termin_during_mo,cert_case_mvmt_tot_cases_forward_next_mo,recerts_tot_recerts_disp_of,recerts_tot_fed_cont_elig,recerts_tot_fed_st_cont_elig,recerts_tot_st_cont_elig,recerts_tot_tot_cont_elig,recerts_tot_fed_inelig,recerts_tot_fed_st_inelig,recerts_tot_st_inelig,recerts_tot_tot_inelig,recerts_tot_overdue_recert_cwd,cert_case_mvmt_tot_cases_reported_pending_prev_mo,cert_case_mvmt_tot_intercounty_trans,cert_case_mvmt_tot_elig_reinstated_bene_prorated,quarter,fulldate
Riverside,3254.0,3280.0,-26.0,12110.0,15364.0,12068.0,6719.0,4.0,6.0,12.0,4956.0,0.0,5.0,0.0,381.0,3296.0,17123.0,103114.0,17123.0,103114.0,0.0,0.0,786.0,10696.0,450.0,5.0,0.0,6200.0,52.0,12.0,455.0,6264.0,-277.0,277.0,24.0,152.0,124.0,1041.0,460.0,2962.0,17909.0,113810.0,17783.0,112632.0,297339.0,107.0,1097.0,120.0,942.0,277.0,23.0,6.0,236.0,892.0,8361.0,17017.0,105449.0,2096.0,10632.0,2059.0,13.0,0.0,10406.0,103.0,16.0,2072.0,10525.0,24.0,0.0,0.0,105.0,2.0,0.0,24.0,107.0,0.0,0.0,2015,JUL,10.0,4968.0,5.0,381.0,0.0,120237.0,11482.0,6650.0,57.0,12.0,6719.0,0.0,3422.0,131719.0,130415.0,1062.0,242.0,9253.0,122466.0,12728.0,12465.0,116.0,16.0,12597.0,129.0,2.0,0.0,131.0,0.0,120237.0,176.0,1165.0,3.0,2015-07-01
Sacramento,2264.0,2480.0,-216.0,7870.0,10134.0,7099.0,4738.0,1.0,49.0,8.0,2200.0,1.0,81.0,0.0,153.0,3035.0,15884.0,80193.0,16043.0,79841.0,-159.0,352.0,1122.0,8242.0,584.0,14.0,0.0,4072.0,43.0,25.0,598.0,4140.0,-246.0,246.0,31.0,85.0,40.0,222.0,699.0,3549.0,17006.0,88435.0,16585.0,86808.0,221207.0,149.0,2025.0,412.0,999.0,851.0,2.0,9.0,628.0,913.0,7539.0,16093.0,80896.0,1347.0,4667.0,1295.0,31.0,0.0,4387.0,68.0,19.0,1326.0,4474.0,21.0,0.0,0.0,186.0,6.0,1.0,21.0,193.0,0.0,0.0,2015,JUL,50.0,2208.0,82.0,153.0,193.0,96077.0,9364.0,4656.0,57.0,25.0,4738.0,0.0,4248.0,105441.0,103393.0,1411.0,637.0,8452.0,96989.0,6014.0,5682.0,99.0,19.0,5800.0,207.0,6.0,1.0,214.0,0.0,95884.0,116.0,262.0,3.0,2015-07-01
San Benito,70.0,71.0,-1.0,195.0,265.0,192.0,109.0,0.0,1.0,0.0,70.0,0.0,1.0,0.0,13.0,73.0,290.0,2238.0,290.0,2237.0,0.0,1.0,1.0,219.0,4.0,0.0,0.0,105.0,0.0,0.0,4.0,105.0,-16.0,16.0,1.0,5.0,1.0,15.0,11.0,78.0,291.0,2457.0,290.0,2435.0,6042.0,2.0,21.0,1.0,19.0,3.0,0.0,0.0,3.0,15.0,217.0,276.0,2240.0,46.0,170.0,46.0,0.0,0.0,164.0,0.0,1.0,46.0,165.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2015,JUL,1.0,70.0,1.0,13.0,1.0,2528.0,220.0,109.0,0.0,0.0,109.0,0.0,89.0,2748.0,2725.0,20.0,3.0,232.0,2516.0,216.0,210.0,0.0,1.0,211.0,5.0,0.0,0.0,5.0,0.0,2527.0,6.0,16.0,3.0,2015-07-01
San Bernardino,3505.0,3561.0,-56.0,13756.0,17261.0,13559.0,8752.0,0.0,4.0,16.0,4486.0,0.0,4.0,0.0,305.0,3702.0,26896.0,143698.0,26897.0,143700.0,-1.0,-2.0,1171.0,12643.0,426.0,4.0,0.0,8242.0,59.0,21.0,430.0,8322.0,-125.0,125.0,52.0,168.0,90.0,772.0,724.0,3256.0,28067.0,156341.0,27886.0,154944.0,406324.0,108.0,1305.0,175.0,1030.0,444.0,41.0,6.0,367.0,1414.0,10515.0,26653.0,145826.0,3069.0,13623.0,3023.0,20.0,0.0,13400.0,99.0,21.0,3043.0,13520.0,26.0,0.0,0.0,101.0,2.0,0.0,26.0,103.0,0.0,0.0,2015,JUL,4.0,4502.0,4.0,305.0,-3.0,170594.0,13814.0,8668.0,63.0,21.0,8752.0,0.0,3980.0,184408.0,182830.0,1205.0,373.0,11929.0,172479.0,16692.0,16423.0,119.0,21.0,16563.0,127.0,2.0,0.0,129.0,0.0,170597.0,220.0,862.0,3.0,2015-07-01
San Diego,6624.0,6660.0,-36.0,11206.0,17830.0,10879.0,6762.0,11.0,76.0,14.0,3930.0,0.0,365.0,0.0,173.0,6951.0,15357.0,117231.0,15368.0,116484.0,-11.0,747.0,796.0,10734.0,348.0,6.0,1.0,6245.0,107.0,55.0,355.0,6407.0,-189.0,189.0,7.0,158.0,12.0,162.0,611.0,3818.0,16153.0,127965.0,15828.0,125447.0,293666.0,268.0,2468.0,317.0,1746.0,995.0,19.0,8.0,772.0,917.0,9831.0,15236.0,118134.0,1359.0,6548.0,1289.0,27.0,0.0,5854.0,109.0,16.0,1316.0,5979.0,43.0,0.0,0.0,558.0,8.0,3.0,43.0,569.0,0.0,0.0,2015,JUL,87.0,3944.0,365.0,173.0,736.0,132588.0,11530.0,6593.0,113.0,56.0,6762.0,0.0,4429.0,144118.0,141275.0,2063.0,780.0,10748.0,133370.0,7907.0,7143.0,136.0,16.0,7295.0,601.0,8.0,3.0,612.0,0.0,131852.0,165.0,174.0,3.0,2015-07-01
San Francisco,1784.0,1523.0,261.0,2030.0,3814.0,2297.0,1568.0,13.0,39.0,0.0,625.0,0.0,44.0,0.0,104.0,1517.0,2278.0,29085.0,2309.0,28718.0,-31.0,367.0,239.0,2338.0,88.0,10.0,1.0,1411.0,22.0,36.0,99.0,1469.0,-28.0,28.0,0.0,0.0,0.0,0.0,168.0,841.0,2517.0,31423.0,2349.0,29876.0,51350.0,69.0,1186.0,155.0,765.0,1112.0,52.0,13.0,782.0,196.0,2390.0,2321.0,29033.0,223.0,1362.0,203.0,15.0,1.0,1248.0,63.0,22.0,219.0,1333.0,3.0,1.0,0.0,28.0,0.0,1.0,4.0,29.0,0.0,0.0,2015,JUL,52.0,625.0,44.0,104.0,336.0,31363.0,2577.0,1499.0,32.0,37.0,1568.0,0.0,1009.0,33940.0,32225.0,920.0,795.0,2586.0,31354.0,1585.0,1451.0,78.0,23.0,1552.0,31.0,1.0,1.0,33.0,0.0,31027.0,0.0,0.0,3.0,2015-07-01
San Joaquin,1307.0,1344.0,-37.0,3339.0,4646.0,3358.0,1882.0,2.0,13.0,3.0,1345.0,0.0,11.0,0.0,128.0,1288.0,8345.0,41993.0,8345.0,41993.0,0.0,0.0,275.0,3433.0,138.0,3.0,0.0,1710.0,19.0,12.0,141.0,1741.0,-128.0,128.0,31.0,101.0,64.0,393.0,167.0,1070.0,8620.0,45426.0,8547.0,44797.0,122322.0,46.0,609.0,72.0,481.0,200.0,12.0,1.0,148.0,362.0,2901.0,8258.0,42525.0,901.0,3922.0,888.0,6.0,0.0,3842.0,37.0,7.0,894.0,3886.0,7.0,0.0,0.0,35.0,1.0,0.0,7.0,36.0,0.0,0.0,2015,JUL,15.0,1348.0,11.0,128.0,0.0,50338.0,3708.0,1848.0,22.0,12.0,1882.0,0.0,1237.0,54046.0,53344.0,553.0,149.0,3263.0,50783.0,4823.0,4730.0,43.0,7.0,4780.0,42.0,1.0,0.0,43.0,0.0,50338.0,132.0,457.0,3.0,2015-07-01
San Luis Obispo,548.0,548.0,0.0,772.0,1320.0,812.0,452.0,1.0,15.0,0.0,264.0,0.0,23.0,0.0,96.0,508.0,1029.0,8166.0,1029.0,8166.0,0.0,0.0,55.0,838.0,32.0,0.0,0.0,416.0,3.0,1.0,32.0,420.0,-29.0,29.0,0.0,12.0,24.0,122.0,28.0,255.0,1084.0,9004.0,1076.0,8940.0,18569.0,0.0,62.0,8.0,54.0,9.0,2.0,0.0,10.0,66.0,722.0,1018.0,8282.0,97.0,426.0,94.0,0.0,0.0,419.0,4.0,0.0,94.0,423.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,2015,JUL,16.0,264.0,23.0,96.0,0.0,9195.0,893.0,448.0,3.0,1.0,452.0,0.0,283.0,10088.0,10016.0,62.0,10.0,788.0,9300.0,523.0,513.0,4.0,0.0,517.0,6.0,0.0,0.0,6.0,0.0,9195.0,12.0,146.0,3.0,2015-07-01
San Mateo,5124.0,5124.0,0.0,1452.0,6576.0,1296.0,748.0,0.0,9.0,3.0,452.0,0.0,28.0,0.0,93.0,5280.0,1062.0,13643.0,1069.0,13704.0,-7.0,-61.0,69.0,1587.0,31.0,1.0,0.0,696.0,17.0,3.0,32.0,716.0,-22.0,22.0,18.0,18.0,0.0,179.0,41.0,652.0,1131.0,15230.0,1093.0,14612.0,31299.0,45.0,589.0,36.0,445.0,219.0,3.0,2.0,173.0,60.0,1449.0,1071.0,13781.0,92.0,726.0,89.0,2.0,0.0,685.0,14.0,7.0,91.0,706.0,1.0,0.0,0.0,17.0,2.0,1.0,1.0,20.0,0.0,0.0,2015,JUL,9.0,455.0,28.0,93.0,-68.0,14705.0,1656.0,727.0,18.0,3.0,748.0,0.0,693.0,16361.0,15705.0,481.0,175.0,1509.0,14852.0,818.0,774.0,16.0,7.0,797.0,18.0,2.0,1.0,21.0,0.0,14773.0,36.0,179.0,3.0,2015-07-01
Santa Barbara,830.0,832.0,-2.0,1264.0,2094.0,1266.0,846.0,4.0,26.0,0.0,353.0,0.0,34.0,0.0,67.0,828.0,2188.0,13137.0,2220.0,13161.0,-32.0,-24.0,92.0,1402.0,61.0,0.0,0.0,769.0,13.0,3.0,61.0,785.0,-78.0,78.0,1.0,28.0,0.0,1.0,108.0,510.0,2280.0,14539.0,2263.0,14373.0,36238.0,18.0,128.0,15.0,120.0,2.0,57.0,2.0,46.0,153.0,1189.0,2127.0,13350.0,187.0,762.0,182.0,2.0,0.0,724.0,7.0,1.0,184.0,732.0,3.0,0.0,0.0,29.0,1.0,0.0,3.0,30.0,0.0,0.0,2015,JUL,30.0,353.0,34.0,67.0,-56.0,15325.0,1494.0,830.0,13.0,3.0,846.0,0.0,618.0,16819.0,16636.0,135.0,48.0,1342.0,15477.0,949.0,906.0,9.0,1.0,916.0,32.0,1.0,0.0,33.0,0.0,15381.0,29.0,1.0,3.0,2015-07-01
Santa Clara,2903.0,3026.0,-123.0,3482.0,6385.0,3232.0,2100.0,4.0,38.0,2.0,803.0,0.0,59.0,0.0,327.0,3153.0,5174.0,46012.0,5244.0,45838.0,-70.0,174.0,480.0,4217.0,162.0,7.0,1.0,1832.0,37.0,61.0,170.0,1930.0,-71.0,71.0,11.0,30.0,48.0,164.0,322.0,2022.0,5654.0,50229.0,5527.0,48496.0,109158.0,116.0,1270.0,119.0,913.0,1162.0,6.0,8.0,820.0,409.0,3946.0,5245.0,46283.0,413.0,2885.0,396.0,6.0,1.0,2678.0,44.0,18.0,403.0,2740.0,8.0,1.0,1.0,138.0,4.0,3.0,10.0,145.0,0.0,0.0,2015,JUL,42.0,805.0,59.0,327.0,104.0,51186.0,4697.0,1994.0,44.0,62.0,2100.0,0.0,2344.0,55883.0,54023.0,1032.0,828.0,4355.0,51528.0,3298.0,3074.0,50.0,19.0,3143.0,146.0,5.0,4.0,155.0,0.0,51082.0,41.0,212.0,3.0,2015-07-01
Santa Cruz,994.0,1050.0,-56.0,832.0,1826.0,763.0,484.0,1.0,12.0,0.0,232.0,0.0,33.0,0.0,47.0,1063.0,1107.0,11403.0,1129.0,11224.0,-22.0,179.0,109.0,1260.0,21.0,0.0,0.0,460.0,3.0,0.0,21.0,463.0,-21.0,21.0,3.0,13.0,0.0,0.0,106.0,763.0,1216.0,12663.0,1214.0,12605.0,25748.0,2.0,58.0,2.0,49.0,0.0,9.0,0.0,9.0,55.0,1019.0,1161.0,11644.0,106.0,628.0,99.0,0.0,0.0,568.0,3.0,1.0,99.0,572.0,7.0,0.0,0.0,56.0,0.0,0.0,7.0,56.0,0.0,0.0,2015,JUL,13.0,232.0,33.0,47.0,157.0,12510.0,1369.0,481.0,3.0,0.0,484.0,0.0,869.0,13879.0,13819.0,51.0,9.0,1074.0,12805.0,734.0,667.0,3.0,1.0,671.0,63.0,0.0,0.0,63.0,0.0,12353.0,16.0,0.0,3.0,2015-07-01
Shasta,374.0,381.0,-7.0,1119.0,1493.0,1100.0,572.0,0.0,19.0,0.0,517.0,0.0,13.0,0.0,11.0,393.0,1413.0,10682.0,1413.0,10682.0,0.0,0.0,105.0,1092.0,43.0,1.0,0.0,527.0,0.0,1.0,44.0,528.0,12.0,-12.0,2.0,24.0,8.0,137.0,39.0,415.0,1518.0,11774.0,1513.0,11738.0,25542.0,2.0,29.0,5.0,23.0,18.0,0.0,0.0,13.0,77.0,1015.0,1441.0,10759.0,194.0,1015.0,194.0,0.0,0.0,995.0,1.0,3.0,194.0,999.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,2015,JUL,19.0,517.0,13.0,11.0,0.0,12095.0,1197.0,570.0,1.0,1.0,572.0,0.0,454.0,13292.0,13251.0,28.0,13.0,1092.0,12200.0,1209.0,1189.0,1.0,3.0,1193.0,16.0,0.0,0.0,16.0,0.0,12095.0,26.0,145.0,3.0,2015-07-01
Sierra,1.0,1.0,0.0,11.0,12.0,9.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,157.0,7.0,157.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,169.0,7.0,168.0,326.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,151.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,JUL,0.0,2.0,0.0,0.0,0.0,164.0,12.0,7.0,0.0,0.0,7.0,0.0,2.0,176.0,175.0,1.0,0.0,18.0,158.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,3.0,3.0,2015-07-01
Siskiyou,141.0,147.0,-6.0,302.0,443.0,297.0,137.0,1.0,1.0,1.0,145.0,0.0,0.0,0.0,14.0,146.0,412.0,2618.0,412.0,2618.0,0.0,0.0,23.0,252.0,17.0,0.0,0.0,120.0,0.0,0.0,17.0,120.0,-8.0,8.0,2.0,5.0,2.0,26.0,10.0,93.0,435.0,2870.0,434.0,2861.0,7098.0,1.0,5.0,1.0,5.0,3.0,1.0,0.0,4.0,22.0,240.0,413.0,2630.0,50.0,248.0,50.0,0.0,0.0,246.0,0.0,0.0,50.0,246.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,JUL,2.0,146.0,0.0,14.0,0.0,3030.0,275.0,137.0,0.0,0.0,137.0,0.0,103.0,3305.0,3295.0,6.0,4.0,262.0,3043.0,298.0,296.0,0.0,0.0,296.0,2.0,0.0,0.0,2.0,0.0,3030.0,7.0,28.0,3.0,2015-07-01
Solano,567.0,631.0,-64.0,1526.0,2093.0,1348.0,927.0,2.0,21.0,0.0,332.0,0.0,40.0,0.0,89.0,745.0,2807.0,18468.0,2859.0,18232.0,-52.0,236.0,170.0,1789.0,69.0,1.0,0.0,848.0,6.0,3.0,70.0,857.0,-30.0,30.0,2.0,29.0,2.0,82.0,126.0,791.0,2977.0,20257.0,2958.0,20034.0,43833.0,202.0,181.0,19.0,163.0,84.0,64.0,0.0,60.0,165.0,1532.0,2812.0,18725.0,250.0,1061.0,243.0,2.0,0.0,1024.0,8.0,0.0,245.0,1032.0,5.0,0.0,0.0,29.0,0.0,0.0,5.0,29.0,0.0,0.0,2015,JUL,23.0,332.0,40.0,89.0,184.0,21275.0,1959.0,917.0,7.0,3.0,927.0,0.0,917.0,23234.0,22992.0,182.0,60.0,1697.0,21537.0,1311.0,1267.0,10.0,0.0,1277.0,34.0,0.0,0.0,34.0,0.0,21091.0,31.0,84.0,3.0,2015-07-01
Sonoma,488.0,547.0,-59.0,1416.0,1904.0,1296.0,853.0,1.0,63.0,1.0,382.0,0.0,73.0,0.0,60.0,608.0,1689.0,17190.0,1688.0,17075.0,1.0,115.0,104.0,1355.0,51.0,2.0,0.0,791.0,6.0,3.0,53.0,800.0,-9.0,9.0,6.0,24.0,43.0,250.0,11.0,272.0,1793.0,18545.0,1758.0,18262.0,36617.0,11.0,283.0,32.0,223.0,85.0,3.0,3.0,60.0,84.0,1424.0,1709.0,17121.0,137.0,1061.0,126.0,1.0,1.0,906.0,21.0,1.0,128.0,928.0,9.0,0.0,0.0,132.0,1.0,0.0,9.0,133.0,0.0,0.0,2015,JUL,64.0,383.0,73.0,60.0,116.0,18879.0,1459.0,842.0,8.0,3.0,853.0,0.0,283.0,20338.0,20020.0,255.0,63.0,1508.0,18830.0,1198.0,1032.0,22.0,2.0,1056.0,141.0,1.0,0.0,142.0,0.0,18763.0,30.0,293.0,3.0,2015-07-01
Stanislaus,867.0,877.0,-10.0,3437.0,4304.0,3421.0,2049.0,2.0,15.0,1.0,1255.0,0.0,6.0,0.0,116.0,883.0,5849.0,34861.0,5849.0,34861.0,0.0,0.0,395.0,3231.0,115.0,1.0,0.0,1928.0,4.0,1.0,116.0,1933.0,17.0,-17.0,11.0,50.0,39.0,296.0,212.0,969.0,6244.0,38092.0,6218.0,37889.0,93643.0,17.0,200.0,25.0,170.0,38.0,2.0,1.0,33.0,433.0,3177.0,5811.0,34915.0,661.0,3156.0,658.0,0.0,0.0,3123.0,10.0,1.0,658.0,3134.0,3.0,0.0,0.0,22.0,0.0,0.0,3.0,22.0,0.0,0.0,2015,JUL,17.0,1256.0,6.0,116.0,0.0,40710.0,3626.0,2043.0,5.0,1.0,2049.0,0.0,1181.0,44336.0,44107.0,195.0,34.0,3610.0,40726.0,3817.0,3781.0,10.0,1.0,3792.0,25.0,0.0,0.0,25.0,0.0,40710.0,61.0,335.0,3.0,2015-07-01
Sutter,120.0,135.0,-15.0,508.0,628.0,475.0,235.0,3.0,2.0,0.0,218.0,0.0,1.0,0.0,22.0,153.0,718.0,4592.0,718.0,4592.0,0.0,0.0,46.0,445.0,19.0,0.0,0.0,213.0,2.0,1.0,19.0,216.0,-10.0,10.0,5.0,23.0,2.0,45.0,30.0,151.0,764.0,5037.0,751.0,4980.0,13331.0,7.0,65.0,13.0,45.0,11.0,3.0,0.0,12.0,47.0,396.0,717.0,4641.0,93.0,473.0,91.0,2.0,0.0,458.0,2.0,2.0,93.0,462.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,2015,JUL,5.0,218.0,1.0,22.0,0.0,5310.0,491.0,232.0,2.0,1.0,235.0,0.0,181.0,5801.0,5731.0,58.0,12.0,443.0,5358.0,566.0,549.0,4.0,2.0,555.0,11.0,0.0,0.0,11.0,0.0,5310.0,28.0,47.0,3.0,2015-07-01
Tehama,132.0,140.0,-8.0,442.0,574.0,424.0,221.0,0.0,10.0,0.0,164.0,0.0,5.0,0.0,39.0,150.0,621.0,3857.0,621.0,3858.0,0.0,-1.0,9.0,424.0,13.0,1.0,0.0,205.0,2.0,0.0,14.0,207.0,-16.0,16.0,6.0,24.0,0.0,37.0,5.0,140.0,630.0,4281.0,627.0,4252.0,10677.0,0.0,32.0,3.0,24.0,5.0,0.0,0.0,5.0,20.0,328.0,610.0,3953.0,68.0,367.0,68.0,0.0,0.0,363.0,1.0,0.0,68.0,364.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2015,JUL,10.0,164.0,5.0,39.0,-1.0,4478.0,433.0,218.0,3.0,0.0,221.0,0.0,145.0,4911.0,4879.0,27.0,5.0,348.0,4563.0,435.0,431.0,1.0,0.0,432.0,3.0,0.0,0.0,3.0,0.0,4479.0,30.0,37.0,3.0,2015-07-01
Trinity,20.0,21.0,-1.0,98.0,118.0,86.0,61.0,0.0,1.0,0.0,24.0,0.0,1.0,0.0,1.0,32.0,62.0,882.0,62.0,882.0,0.0,0.0,12.0,100.0,4.0,0.0,0.0,57.0,0.0,0.0,4.0,57.0,1.0,-1.0,0.0,7.0,1.0,12.0,6.0,25.0,74.0,982.0,74.0,981.0,1907.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,84.0,69.0,898.0,12.0,63.0,12.0,0.0,0.0,62.0,0.0,0.0,12.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,JUL,1.0,24.0,1.0,1.0,0.0,944.0,112.0,61.0,0.0,0.0,61.0,0.0,31.0,1056.0,1055.0,0.0,1.0,89.0,967.0,75.0,74.0,0.0,0.0,74.0,1.0,0.0,0.0,1.0,0.0,944.0,7.0,13.0,3.0,2015-07-01
Tulare,6569.0,6569.0,0.0,3068.0,9637.0,2927.0,2327.0,4.0,17.0,5.0,526.0,0.0,39.0,0.0,69.0,6710.0,8804.0,44096.0,8822.0,45466.0,-18.0,-1370.0,410.0,3886.0,220.0,0.0,0.0,2071.0,28.0,8.0,220.0,2107.0,5.0,-5.0,11.0,63.0,65.0,460.0,109.0,1261.0,9214.0,47982.0,9157.0,47128.0,126381.0,453.0,826.0,54.0,664.0,241.0,3.0,3.0,190.0,469.0,3340.0,8745.0,44642.0,708.0,2783.0,701.0,2.0,1.0,2663.0,31.0,1.0,704.0,2695.0,4.0,0.0,0.0,83.0,4.0,1.0,4.0,88.0,0.0,0.0,2015,JUL,21.0,531.0,39.0,69.0,-1388.0,52900.0,4296.0,2291.0,28.0,8.0,2327.0,0.0,1370.0,57196.0,56285.0,718.0,193.0,3809.0,53387.0,3491.0,3364.0,33.0,2.0,3399.0,87.0,4.0,1.0,92.0,0.0,54288.0,74.0,525.0,3.0,2015-07-01
Tuolumne,119.0,124.0,-5.0,240.0,359.0,253.0,146.0,0.0,18.0,0.0,97.0,0.0,6.0,0.0,10.0,106.0,338.0,2601.0,338.0,2601.0,0.0,0.0,7.0,275.0,7.0,0.0,0.0,137.0,1.0,1.0,7.0,139.0,-10.0,10.0,0.0,8.0,1.0,20.0,9.0,98.0,345.0,2876.0,344.0,2865.0,5688.0,1.0,9.0,1.0,7.0,6.0,0.0,0.0,4.0,19.0,228.0,326.0,2648.0,41.0,267.0,41.0,0.0,0.0,259.0,2.0,0.0,41.0,261.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,2015,JUL,18.0,97.0,6.0,10.0,0.0,2939.0,282.0,144.0,1.0,1.0,146.0,0.0,107.0,3221.0,3209.0,8.0,4.0,247.0,2974.0,308.0,300.0,2.0,0.0,302.0,6.0,0.0,0.0,6.0,0.0,2939.0,8.0,21.0,3.0,2015-07-01
Ventura,2285.0,2285.0,0.0,3231.0,5516.0,3021.0,2118.0,5.0,41.0,0.0,775.0,0.0,145.0,0.0,128.0,2495.0,3087.0,31056.0,3071.0,30860.0,16.0,196.0,169.0,3254.0,89.0,0.0,0.0,1999.0,22.0,8.0,89.0,2029.0,-24.0,24.0,0.0,0.0,0.0,0.0,104.0,1201.0,3256.0,34310.0,3238.0,33763.0,76609.0,48.0,452.0,18.0,362.0,236.0,0.0,0.0,185.0,152.0,2972.0,3104.0,31338.0,267.0,1900.0,256.0,2.0,0.0,1814.0,24.0,4.0,258.0,1842.0,9.0,0.0,0.0,54.0,2.0,2.0,9.0,58.0,0.0,0.0,2015,JUL,46.0,775.0,145.0,128.0,212.0,34143.0,3423.0,2088.0,22.0,8.0,2118.0,0.0,1305.0,37566.0,37001.0,380.0,185.0,3124.0,34442.0,2167.0,2070.0,26.0,4.0,2100.0,63.0,2.0,2.0,67.0,0.0,33931.0,0.0,0.0,3.0,2015-07-01
